[exp1_alpha0.0_seed0] round=1 alpha=0.0 cids=[11551278175564718223, 11834358558875259677, 14787676004526398100, 17033066580346605122] num_examples=[199, 30, 85, 172] normalized_weights=[0.25, 0.25, 0.25, 0.25]
[exp5_eps3.0_seed1] round=19 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=20 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed2] round=1 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=2 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=3 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=4 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=5 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=6 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=7 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=8 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=9 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=10 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=11 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=12 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=13 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=14 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=15 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=16 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=17 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=18 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=19 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=20 alpha=1.0 cids=[3479436961539970692, 9850140841083396491, 13993708583478452330, 17523290112485008632] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps10.0_seed0] round=1 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=2 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=3 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=4 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=5 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=6 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=7 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=8 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=9 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=10 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=11 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=12 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=13 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=14 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=15 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=16 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=17 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=18 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=19 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed0] round=20 alpha=1.0 cids=[4417889062521460394, 6648499097656427798, 9504317777265115719, 16690058383449975428] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps10.0_seed1] round=1 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=2 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=3 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=4 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=5 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=6 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=7 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=8 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=9 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=10 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=11 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=12 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=13 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=14 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=15 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=16 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=17 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=18 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=19 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed1] round=20 alpha=1.0 cids=[1159564293734534275, 1544752111237724792, 5111598061852680140, 5370376067373165187] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_eps10.0_seed2] round=1 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=2 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=3 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=4 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=5 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=6 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=7 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=8 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=9 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=10 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=11 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=12 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=13 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=14 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=15 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=16 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=17 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=18 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=19 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_eps10.0_seed2] round=20 alpha=1.0 cids=[5412310808532472737, 6531709691332052371, 15294704781418734423, 18223377112558739334] num_examples=[172, 85, 30, 199] normalized_weights=[0.353909, 0.174897, 0.061728, 0.409465]
[exp5_epsnoDP_seed0] round=1 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=2 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=3 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=4 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=5 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=6 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=7 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=8 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=9 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=10 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=11 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=12 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=13 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=14 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=15 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=16 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=17 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=18 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=19 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=20 alpha=1.0 cids=[12227321611514299269, 13166601279060653228, 14365516535520243460, 15270615461759179752] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed1] round=1 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=2 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=3 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=4 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=5 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=6 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=7 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=8 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=9 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=10 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=11 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=12 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=13 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=14 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=15 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=16 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=17 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
[exp5_epsnoDP_seed1] round=18 alpha=1.0 cids=[3238270329682801233, 5207200281764722114, 7729114491414698238, 17270462442008459779] num_examples=[199, 30, 85, 172] normalized_weights=[0.409465, 0.061728, 0.174897, 0.353909]
